Strike ID,Date,Location,Province,Type of attack,Confirmed/possible US attack?,Air operation?,Drone strike,Minimum number of strikes,Maximum number of strikes,Minimum people killed,Maximum people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum people injured,Maximum people injured,Strike link,
YEM208,12/09/15,Mukalla,Hadramout,US drone strike,Confirmed,1,1,1,1,4,5,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM208,
YEM209,21/09/2015,Marib city,Marib,"Airstrike, Possible US drone strike",Possible,1,1,1,1,2,2,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM209,
YEM210,22/12/2015,Nata district,Bayda-Shabwa border,US drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,http://www.thebureauinvestigates.com/2015/01/26/yemen-reported-us-covert-actions-2015/#YEM210,
YEM211,15/01/2016,Rafadh,Shabwa,US drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM211,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#
YEM212,19/01/2016,Sayoun,Hadramout,US drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM212,
YEM213,03/02/16,Rawda city,Shabwa,US drone strike,Confirmed,1,1,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM213,
YEM214,03/02/16,Maraquesha,Abyan,US drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM214,
YEM215,15/02/2016,Huta,Lahij,"Airstrike, Possible US drone strike",Possible,1,1,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM215,
YEM216,29/02/2016,Unknown,Hadramout,US drone or air strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM216,
YEM217,04/03/16,Radhum,Shabwa,US drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM217,
YEM218,22/03/2016,Hajr (75km W of Mukalla),Hadramout,US air strike,Confirmed,1,0,1,1,50,71,0,0,0,0,28,30,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM218,
YEM219,26/03/2016,Al Hudhn and Naqeel al Hayala villages,Abyan,"Airstrike, Possible US drone strike",Possible,1,1,2,2,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM219,
YEM220,26/03/2016,Zinjibar,Abyan,"Airstrike, Possible US drone strike",Possible,1,1,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM220,
YEM221,28/03/2016,Mukalla,Hadramout,Airstrike,Possible,1,0,1,1,5,5,3,3,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM221,
YEM222,30/03/2016,Azzan,Shabwa,US drone strike,Confirmed,1,1,1,1,2,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM222,
YEM223,30/03/2016,Mukalla,Hadramout,Airstrike,Possible,1,0,3,3,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM223,
YEM224,03/04/16,Mukalla,Hadramout,"Airstrike, Possible US drone strike",Possible,1,1,4,5,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM224,
YEM225,05/04/16,Zinjibar,Abyan,Airstrike,Possible,1,0,2,2,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM225,
YEM226,23/04/2016,Alemien,Mareb,US drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM226,
YEM227,25/04/2016,Zinjibar,Abyan,US drone strike,Confirmed,1,1,1,1,3,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM227,
YEM228,25/04/2016,Azzan,Shabwa,US drone strike,Confirmed,1,1,1,1,2,10,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM228,
YEM229,28/04/2016,Unknown,Shabwa,US drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,1,1,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM229,
YEM230,19/05/2016,Unknown,Shabwa,US drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM230,
YEM231,09/06/16,Unknown,Bayda,US drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM231,
YEM232,10/06/16,Unknown,Mareb,US drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM232,
YEM233,12/06/16,Haban,Shabwa,US drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,1,1,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM233,
YEM234,01/07/16,Gardan,Shabwa,US drone strike,Confirmed,1,1,1,1,3,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM234,
YEM235,04/07/16,Musaina,Shabwa,US drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,1,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM235,
YEM236,08/07/16,Unknown,Central Yemen,US drone strike,Confirmed,1,1,1,1,1,1,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM236,
YEM237,10/07/16,Jabul,Mareb,US drone strike,Possible,1,1,1,1,0,0,0,0,0,0,4,4,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM237,
YEM238,16/07/2016,Al Uqlah,Shabwa,US drone strike,Confirmed,1,1,1,1,2,4,0,0,0,0,0,2,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM238,
YEM239,04/08/16,Azzan,Shabwa,US drone strike,Confirmed,1,1,1,1,2,4,0,0,0,0,2,4,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM239,
YEM240,24/08/2016,Unknown,Shabwa,US drone strike,Confirmed,1,1,1,1,4,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM240,
YEM241,30/08/2016,Unknown,Shabwa,US air or drone strike ,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM241,
YEM242,04/09/16,Unknown,Shabwa,US air or drone strike,Confirmed,1,1,1,1,6,9,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM242,
YEM243,13/09/2016,Radaa area,Bayda ,US drone strike ,Confirmed,1,1,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM243,
YEM244,20/09/2016,Wadi Abida,Marib,US drone or air strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM244,
YEM245,22/09/2016,Sawmaa district,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM245,
YEM246,23/09/2016,Unknown,Mareb,US drone strike,Confirmed,1,1,1,1,3,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM246,
YEM247,29/09/2016,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM247,
YEM248,06/10/16,Unknown,Shabwah,US air or drone strike,Confirmed,1,0,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM248,
YEM249,12/10/16,North of the Bab el-Mandeb strait,-,US cruise missle strike,Confirmed,0,0,3,3,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM249,
YEM250,18/10/2016,Unknown,Shabwah,US air or drone strike,Confirmed,1,1,1,1,3,8,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM250,
YEM251,21/10/2016,Unknown,Marib,US air or drone strike,Confirmed,1,0,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM251,
YEM252,21/11/2016,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,1,1,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM252,
YEM253,24/11/2016,Sawmaah,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM253,
YEM254,30/11/2016,Unknown,Hadramout,US air or drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM254,
YEM255,13/12/2016,Unknown,Marib/Al Jawf,US air or drone strike,Confirmed,1,1,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM255,
YEM256,29/12/2016,Sawmaah,Bayda ,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/18/yemen-reported-us-covert-actions-2016/#YEM256,
YEM257,08/01/17,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,1,1,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM257,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#
YEM258,20/01/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,1,1,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM258,
YEM259,21/01/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,2,3,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM259,
YEM260,22/01/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,2,1,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM260,
YEM261,28/01/2017,Yakla,Bayda,"US air and ground operationSpecial forces air assault and air support, possibly drone",Confirmed,0,0,1,1,39,39,25,25,10,10,7,7,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM261,
YEM262,30/01/2017,Baihan,Shabwa,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM262,
YEM263,02/03/17,Unknown,Across central Yemen ,US air or drone strikes,Confirmed,1,0,25,25,2,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM263,
YEM264,03/03/17,Unknown,Yemen,US air or drone strikes,Confirmed,1,0,5,10,1,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM264,
YEM265,04/03/17,Ahwar,Abyan ,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM265,
YEM266,06/03/17,Unknown,Multiple provinces,US air or drone strikes,Confirmed,1,0,9,4,7,11,0,2,0,2,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM266,
YEM267,31/03/2017,Unknown ,Unknown ,US air or drone strikes,Confirmed,1,0,10,10,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM267,
YEM268,02/04/17,Unknown ,Shabwah ,US air or drone strikes,Confirmed,1,0,20,20,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM268,
YEM269,18/04/2017,Unknown ,Marib,US air or drone strike,Confirmed,1,1,1,1,3,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM269,
YEM270,23/04/2017,al Said ,Shabwah ,US air or drone strike,Confirmed,1,1,1,1,3,8,3,8,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM270,
YEM271,24/04/2017,Unknown ,Unknown ,US air or drone strike,Confirmed,1,0,8,8,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM271,
YEM272,29/04/2017,Unknown ,Marib,US air or drone strike,Confirmed,1,1,1,1,4,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM272,
YEM273,29/04/2017,Unknown ,Shabwah ,US air or drone strike,Confirmed,1,0,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM273,
YEM274,23/05/2017,Al Sirim area,Marib,"US air and ground operationSpecial forces raid with air strikes, possibly drone",Confirmed,0,0,1,1,7,12,5,5,0,1,5,6,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM274,
YEM275,16/06/2017,Al Naqba,Shabwah,US air or drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM275,
YEM276,01/07/17,Al Wadei,Abyan,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2017/01/13/yemen-reported-us-covert-actions-2017/#YEM276,
YEM277,13/08/2017,Marakishah ,Abyan,US air or drone strike,Confirmed,1,1,1,1,0,3,0,0,0,0,0,0,,
YEM278,09/09/17,Unknown,Bayda ,US air or drone strike,Confirmed,1,0,3,3,2,7,0,0,0,0,0,0,,
YEM279,16/09/2017,Unknown,Unknown,US air or drone strike,Confirmed,1,0,8,6,0,0,0,0,0,0,0,0,,
YEM280,04/10/17,Unknown,Bayda ,US air or drone strike,Confirmed,1,1,1,1,1,2,0,0,0,0,0,0,,
YEM281,08/10/17,Raghwan ,Marib ,US air or drone strike,Confirmed,1,1,1,1,5,5,0,0,0,0,0,0,,
YEM282,16/10/2017,Unknown,Bayda ,US air or drone strike,Confirmed,1,0,2,2,50,50,0,0,0,0,0,0,,
YEM283,19/10/2017,Unknown,Bayda ,US air or drone strike,Confirmed,1,1,1,1,5,5,0,0,0,0,0,0,,
YEM284,19/10/2017,Unknown ,Unknown ,US air or drone strike,Confirmed,1,0,7,7,0,0,0,0,0,0,0,0,,
YEM285,25/10/2017,Unknown ,Bayda ,US air or drone strike,Confirmed,1,0,2,2,9,13,0,0,0,0,0,0,,
YEM286,02/11/17,Al Wadi,Marib ,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,,
YEM287,10/11/17,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,,
YEM288,11/11/17,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,1,1,0,0,0,0,0,0,,
YEM289,12/11/17,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,2,0,0,0,0,0,0,,
YEM290,19/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,0,1,1,2,2,0,0,0,0,0,0,,
YEM291,20/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,0,2,2,5,5,0,0,0,0,0,0,,
YEM292,23/11/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,0,1,1,2,2,0,0,0,0,0,0,,
YEM293,25/11/2017,Unknown,Shabwah ,US air or drone strike,Confirmed,1,1,1,1,5,7,0,0,0,0,0,0,,
YEM294,26/11/2017,Qaifa ,Bayda,US air or drone strike,Confirmed,1,1,1,1,3,3,0,0,0,0,0,0,,
YEM295,15/12/2017,Unknown,Bayda,US air or drone strike,Confirmed,1,0,1,1,1,1,0,0,0,0,0,0,,
YEM296,19/12/2017,Unknown,Marib,US air or drone strike,Confirmed,1,0,1,1,1,1,0,0,0,0,0,0,,
YEM297,01/01/18,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,0,2,0,2,0,0,0,0,,
YEM298,26/01/2018,Said,Shabwah,US air or drone strike,Confirmed,1,1,1,1,7,7,7,7,0,0,0,0,,
YEM299,29/01/2018,Unknown,Unknown,US air or drone strike,Confirmed,1,0,8,8,0,0,0,0,0,0,0,0,,
YEM300,11/02/18,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,6,6,0,0,0,0,0,0,,
YEM301,16/02/2018,Unknown,Bayda,US air or drone strike,Confirmed,1,1,1,1,2,3,0,0,0,0,0,0,,
YEM302,28/02/2018,Unknown,Unknown,US air or drone strike,Confirmed,1,0,4,4,0,0,0,0,0,0,0,0,,
YEM303,05/03/18,Unknown,Hadramout,US air or drone strike,Confirmed,1,1,1,1,1,4,0,1,0,1,0,1,,
YEM304,07/03/18,Al Hudhi,Hadramout,US air or drone strike,Confirmed,1,1,1,1,1,1,1,1,0,0,0,0,,
YEM305,08/03/18,Unknown,Hadramout,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM306,09/03/18,Al Abr,Hadramout,US air or drone strike,Possible,1,1,1,1,6,6,0,6,0,1,0,0,,
YEM307,22/03/2018,Wadi Abida,Marib,US air or drone strike,Possible,1,1,1,1,5,7,0,0,0,0,0,0,,
YEM308,26/03/2018,Unknown,Hadramout,US air or drone strike,Confirmed,1,0,3,3,0,0,0,0,0,0,0,0,,
YEM309,29/03/2018,Sawmaah,Bayda,US air or drone strike,Confirmed,1,1,1,1,3,4,0,3,0,0,0,2,,
YEM310,11/04/18,Unknown,Hadramout,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM311,23/04/2018,Unknown,Bayda,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM312,30/04/2018,Unknown,Unknown,US air or drone strike,Confirmed,1,0,2,2,0,0,0,0,0,0,0,0,,
YEM313,14/05/2018,Unknown,Shabwah,US air or drone strike,Confirmed,1,1,1,1,2,3,0,1,0,0,0,0,,
YEM314,23/06/2018,Unknown,Unknown,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM315,30/06/2018,Unknown,Unknown,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM316,22/07/2018,Unknown,Hadramout,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM317,24/07/2018,Unknown,Hadramout,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM318,14/08/2018,Unknown,Unknown,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM319,09/09/18,Ahwar,Abyan,US air or drone strike,Confirmed,1,0,1,1,4,4,0,0,0,0,0,0,,
YEM320,18/09/2018,Unknown,Bayda,US air or drone strike,Confirmed,1,0,1,1,0,0,0,0,0,0,0,0,,
YEM321,25/11/2018,al Qrishia,Bayda,US air or drone strike,Confirmed,1,1,1,1,5,8,0,0,0,0,0,0,,
YEM322,01/01/19,Unknown,Marib,US air or drone strike,Confirmed,1,0,1,1,1,1,0,0,0,0,0,0,,
YEM323,31/03/2019,Unknown,Bayda,US air or drone strike,Confirmed,1,0,6,6,0,0,0,0,0,0,0,0,,
YEM324,24/06/2019,Dhi Naim,Badya,US air or drone strike,Confirmed,1,0,1,1,0,5,0,0,0,0,0,0,,
YEM325,02/01/20,Unknown,Unknown,US air or drone strike,Possible,1,1,1,1,0,0,0,0,0,0,0,0,,
YEM326,02/01/20,Wadi Abedah,Marib,US air or drone strike,Possible,1,1,1,1,0,2,0,0,0,0,0,0,,
